age,c_charge_degree,race,age_cat,score_text,sex,priors_count,length_of_stay,days_b_screening_arrest,decile_score,two_year_recid
21,0,0,2,2,1,1,2,-1.0,7,0
27,1,2,0,0,1,7,3,-1.0,9,1
34,0,0,0,0,1,11,2,-1.0,8,1
54,1,0,1,1,1,0,2,-1.0,1,0
29,0,5,0,1,1,2,2,-1.0,2,1
39,0,0,0,1,1,1,5,-6.0,1,0
33,1,2,0,1,0,0,1,-2.0,1,0
40,0,3,0,1,0,7,7,-19.0,2,1
35,1,0,0,1,0,0,1,-1.0,4,0
28,1,3,0,1,1,0,3,0.0,2,1
53,1,0,1,1,1,0,1,-3.0,1,0
28,1,2,0,1,1,2,14,-1.0,4,0
26,0,0,0,0,1,0,1,-1.0,8,0
31,0,0,0,2,1,3,1,0.0,5,0
24,1,2,2,0,1,3,2,-1.0,8,1
45,0,2,1,2,1,19,2,-1.0,6,1
33,1,3,0,1,1,1,1,0.0,4,0
28,0,0,0,2,1,1,1,0.0,7,0
45,0,2,1,1,0,1,2,-1.0,3,1
33,0,2,0,0,1,3,15,-19.0,8,1
23,0,2,2,2,1,4,0,0.0,6,1
36,0,0,0,2,1,6,85,-1.0,5,0
22,0,0,2,1,1,0,1,-1.0,3,0
28,0,0,0,2,1,2,2,0.0,5,1
37,1,0,0,1,1,3,1,-1.0,2,0
52,1,2,1,1,0,0,1,-1.0,1,0
26,0,2,0,1,1,0,2,0.0,2,0
28,0,2,0,1,1,4,4,-1.0,4,1
33,0,2,0,1,0,2,15,-1.0,4,0
23,0,2,2,1,1,3,42,-1.0,4,1
31,1,2,0,1,1,3,1,-1.0,4,1
55,1,2,1,1,0,0,2,-1.0,1,0
24,0,2,2,1,1,3,0,0.0,4,1
37,1,0,0,1,1,2,1,0.0,1,0
41,0,0,0,1,1,0,178,0.0,1,0
26,1,2,0,1,1,0,1,-1.0,2,0
41,0,0,0,2,1,13,3,-1.0,5,0
33,0,0,0,2,1,6,1,-1.0,6,0
47,1,3,1,1,1,0,4,-1.0,1,1
23,0,0,2,2,1,0,2,-1.0,5,0
27,0,2,0,1,1,1,2,-1.0,3,0
24,0,2,2,2,1,0,37,0.0,5,1
30,0,0,0,0,1,10,94,0.0,9,0
55,0,2,1,1,1,1,1,0.0,3,0
26,1,0,0,0,1,13,8,0.0,10,1
35,0,0,0,1,1,0,1,0.0,3,0
20,1,0,2,1,1,1,1,-22.0,4,0
24,1,2,2,0,1,3,9,-1.0,8,1
31,1,0,0,0,1,8,4,-1.0,10,1
55,0,0,1,1,1,0,2,-1.0,1,1
33,0,2,0,0,1,7,1,-1.0,9,1
44,0,2,0,2,1,6,271,-1.0,6,1
41,0,0,0,0,1,25,186,-1.0,9,1
56,1,0,1,0,1,9,1,0.0,8,0
21,0,0,2,1,1,1,3,-10.0,3,0
48,1,2,1,1,0,1,1,0.0,1,0
56,0,2,1,2,1,7,195,-1.0,6,1
39,1,2,0,1,1,2,3,-26.0,1,0
31,0,3,0,1,1,0,2,-1.0,2,0
25,0,2,0,2,0,0,1,-1.0,6,0
28,0,0,0,2,0,3,17,-16.0,5,0
30,0,0,0,1,1,0,1,-1.0,2,1
19,1,0,2,0,0,0,2,-1.0,8,1
20,1,0,2,1,1,0,2,-1.0,4,1
57,0,2,1,1,1,0,5,-1.0,1,0
51,1,0,1,2,1,8,1,-1.0,6,1
27,0,0,0,1,1,5,4,0.0,3,1
26,0,0,0,2,1,0,1,-1.0,5,0
23,1,2,2,0,1,3,36,-1.0,8,1
35,1,0,0,0,1,14,1,-1.0,8,1
37,0,0,0,2,1,5,1,-29.0,6,0
48,0,0,1,1,1,0,3,0.0,1,0
21,0,0,2,0,1,0,3,-1.0,9,0
52,1,0,1,1,1,1,10,-21.0,1,0
22,0,0,2,1,1,0,1,-1.0,4,1
41,0,2,0,1,1,1,2,-1.0,2,1
25,1,2,0,2,0,1,1,-1.0,5,1
54,1,0,1,1,1,0,1,0.0,1,1
25,0,0,0,0,1,13,37,-8.0,10,1
40,0,2,0,1,0,4,3,-1.0,4,0
22,0,0,2,2,1,0,12,0.0,7,0
50,0,2,1,1,1,10,1,-1.0,4,0
35,1,2,0,1,1,2,1,0.0,3,0
28,0,2,0,0,1,7,2,-1.0,9,1
21,0,0,2,2,1,0,3,-1.0,7,0
27,0,2,0,1,1,0,5,-1.0,3,0
22,0,0,2,1,1,0,0,0.0,3,1
38,0,3,0,0,0,20,2,-1.0,9,1
32,0,2,0,2,1,0,8,0.0,5,0
59,0,2,1,1,1,0,2,-1.0,1,0
20,1,5,2,2,1,0,1,-1.0,6,1
59,0,2,1,1,1,0,1,0.0,1,0
44,0,2,0,1,0,1,2,-3.0,1,1
26,1,0,0,0,1,9,2,-1.0,10,1
30,0,0,0,2,1,9,2,-1.0,6,1
25,1,0,0,0,1,3,1,0.0,8,1
44,1,3,0,1,1,0,2,-2.0,1,0
31,1,0,0,2,0,0,2,-2.0,6,1
32,0,0,0,1,0,0,1,-1.0,3,0
37,0,0,0,0,1,22,82,-1.0,9,1
22,0,2,2,1,1,2,2,-1.0,4,0
38,1,0,0,2,1,8,10,-1.0,6,1
34,0,2,0,1,1,2,3,-1.0,4,0
30,0,0,0,1,1,7,2,-1.0,3,0
38,0,2,0,1,0,0,2,-1.0,4,1
36,0,0,0,0,1,10,33,-1.0,10,1
46,0,5,1,1,1,0,1,0.0,1,0
35,0,2,0,2,1,2,1,0.0,5,1
35,0,0,0,1,1,0,1,-1.0,1,0
20,0,5,2,2,1,1,2,-1.0,6,1
30,0,0,0,0,0,9,244,-1.0,9,1
34,0,0,0,0,1,16,2,-1.0,9,1
31,0,2,0,1,1,3,2,-19.0,4,1
32,1,3,0,1,1,0,2,-1.0,1,1
31,0,2,0,0,1,4,2,0.0,8,1
22,0,2,2,0,1,2,12,-1.0,8,1
31,0,3,0,0,1,0,81,-1.0,10,0
36,1,0,0,2,1,5,2,-1.0,5,1
39,1,0,0,1,1,2,48,-1.0,1,0
51,0,0,1,0,1,9,36,-1.0,9,1
35,0,0,0,1,1,7,2,-1.0,2,1
35,0,3,0,1,1,0,2,-1.0,3,0
23,0,3,2,1,1,0,1,-1.0,2,1
37,1,0,0,1,1,0,3,-1.0,3,0
25,1,0,0,2,1,3,8,0.0,6,0
27,0,0,0,1,0,0,1,-1.0,3,0
47,1,2,1,1,1,2,2,-25.0,1,0
46,1,0,1,2,1,12,3,-1.0,6,0
27,0,2,0,2,1,0,1,-1.0,5,0
34,0,0,0,0,1,0,3,-1.0,9,1
25,1,2,0,1,1,0,1,-1.0,2,0
26,1,0,0,2,1,5,2,-1.0,5,0
25,0,0,0,1,1,1,1,-18.0,4,1
60,0,0,1,0,1,9,1,-1.0,8,0
49,1,5,1,1,1,0,2,-1.0,1,1
30,0,0,0,0,1,12,0,0.0,9,1
21,0,0,2,1,1,0,1,-3.0,4,0
25,0,0,0,0,1,4,1,-1.0,8,1
21,0,0,2,1,1,0,31,16.0,4,1
29,1,3,0,0,1,1,1,-2.0,9,0
29,1,0,0,1,1,4,1,-26.0,4,0
21,1,3,2,1,1,0,1,0.0,3,0
53,1,5,1,1,1,4,1,-1.0,1,1
51,0,2,1,1,1,2,23,0.0,1,0
29,1,0,0,1,1,1,1,0.0,1,0
24,0,5,2,2,0,0,1,0.0,5,0
24,0,5,2,0,1,2,242,-1.0,10,1
37,0,3,0,1,1,5,2,-1.0,2,0
20,0,2,2,0,1,0,1,-1.0,9,1
53,0,2,1,1,1,1,22,-21.0,1,0
25,0,0,0,0,1,5,36,-1.0,8,0
38,1,3,0,1,1,0,2,0.0,1,0
22,0,0,2,0,1,3,320,0.0,10,1
21,0,0,2,0,1,1,14,-1.0,8,0
21,0,2,2,2,1,1,6,-1.0,5,1
27,1,0,0,0,1,6,1,-1.0,8,1
28,1,0,0,2,1,14,21,29.0,7,1
49,1,0,1,1,1,6,1,-1.0,4,1
52,0,0,1,0,1,7,4,-1.0,9,1
25,1,0,0,2,1,1,2,-1.0,6,0
56,0,2,1,1,1,2,3,-4.0,4,0
34,0,0,0,0,1,22,2,-29.0,9,0
35,0,3,0,2,1,7,2,0.0,7,0
23,1,0,2,1,1,1,2,-27.0,3,1
22,0,2,2,2,1,0,0,-3.0,5,0
23,0,0,2,0,1,0,3,-1.0,8,1
30,1,0,0,0,1,4,55,-1.0,10,0
42,1,0,0,2,1,1,7,0.0,6,1
50,1,0,1,0,1,24,33,0.0,8,1
37,1,5,0,1,1,4,3,-1.0,1,1
37,0,0,0,0,1,0,1,-1.0,9,0
23,0,0,2,1,1,1,1,0.0,4,0
41,0,2,0,1,1,0,2,-1.0,1,0
50,0,0,1,1,1,5,32,29.0,2,0
41,0,3,0,0,1,19,43,-1.0,10,1
26,0,0,0,1,1,2,5,-1.0,2,1
40,0,5,0,2,1,8,41,-1.0,7,1
23,0,0,2,0,1,2,7,-1.0,8,1
55,0,2,1,1,1,1,34,-1.0,2,1
24,0,0,2,2,1,0,2,-1.0,6,1
33,1,2,0,1,1,5,2,-1.0,1,1
23,0,2,2,1,1,0,2,-1.0,2,0
37,1,0,0,2,1,1,1,-3.0,7,1
64,0,5,1,1,0,0,1,-1.0,1,0
51,1,2,1,1,1,0,1,-1.0,1,0
40,0,5,0,1,1,4,16,-1.0,1,1
35,1,0,0,2,0,3,1,0.0,6,1
22,0,3,2,1,1,1,2,-1.0,4,1
29,0,0,0,0,1,2,161,0.0,9,0
57,1,2,1,1,1,0,2,-3.0,1,0
20,1,0,2,2,1,1,1,0.0,5,1
23,1,5,2,2,0,0,1,-1.0,5,0
23,0,0,2,0,1,3,92,-1.0,8,1
36,1,2,0,1,1,9,2,0.0,4,1
55,1,2,1,1,1,1,1,-3.0,1,0
53,1,0,1,2,1,18,42,-1.0,7,1
21,0,0,2,0,1,1,1,-1.0,9,1
27,1,0,0,1,1,3,13,-1.0,3,1
28,0,0,0,0,1,6,3,-1.0,9,1
26,0,2,0,1,1,1,1,-1.0,3,1
25,0,2,0,2,1,1,2,-1.0,6,0
66,0,2,1,1,1,0,2,-1.0,1,0
28,1,0,0,1,1,3,1,0.0,2,0
24,1,0,2,2,1,0,1,-2.0,5,0
60,1,2,1,1,1,18,4,-26.0,2,1
37,0,0,0,1,1,2,1,-1.0,4,1
73,1,2,1,1,1,0,2,-1.0,1,0
44,0,0,0,1,1,0,3,-1.0,2,0
42,1,3,0,1,1,0,5,0.0,1,0
40,0,0,0,2,1,6,2,-1.0,7,0
21,0,3,2,0,1,0,8,0.0,10,0
56,1,2,1,1,1,0,1,-2.0,1,1
42,0,0,0,1,1,3,2,-1.0,1,0
50,0,2,1,1,1,1,2,-1.0,3,0
34,1,2,0,1,1,0,2,-1.0,2,0
47,1,0,1,1,1,1,3,-1.0,1,1
58,0,2,1,1,1,3,3,-1.0,2,0
48,0,2,1,1,1,3,1,-7.0,4,0
20,0,2,2,1,0,0,1,-2.0,3,0
53,0,0,1,1,0,10,5,-1.0,2,1
29,0,0,0,0,1,0,2,-1.0,9,0
38,1,5,0,1,1,1,1,-1.0,1,0
43,1,2,0,1,0,0,1,0.0,2,0
25,1,3,0,1,1,2,2,-1.0,3,1
53,1,2,1,1,1,1,5,-1.0,1,1
22,1,2,2,2,1,0,1,-1.0,7,0
32,1,3,0,1,0,1,11,-11.0,2,0
26,1,2,0,2,1,9,2,-1.0,7,1
48,0,5,1,1,0,0,2,-1.0,1,0
23,0,0,2,0,1,4,1,-1.0,10,1
71,1,2,1,1,1,1,4,-28.0,1,0
61,1,2,1,1,0,0,1,-1.0,1,0
22,1,2,2,2,0,2,1,-22.0,5,0
54,1,2,1,1,0,1,1,-22.0,2,0
24,0,2,2,0,1,6,2,-1.0,9,0
28,0,2,0,2,0,0,2,-1.0,5,0
25,0,2,0,0,0,2,182,0.0,10,0
22,0,0,2,2,0,1,14,-28.0,5,0
24,0,0,2,1,1,2,2,0.0,3,1
35,0,0,0,1,1,0,2,-1.0,4,0
21,0,0,2,1,1,0,2,-1.0,3,0
49,1,2,1,1,1,1,5,0.0,1,0
26,0,0,0,0,1,6,3,-1.0,9,1
30,0,0,0,0,1,7,39,-1.0,9,1
30,0,0,0,1,1,5,181,-1.0,4,1
64,0,2,1,1,1,8,1,-1.0,1,0
45,0,2,1,1,0,7,1,-1.0,2,1
37,1,0,0,1,1,3,2,-1.0,2,0
34,0,0,0,2,0,1,117,-1.0,7,1
60,0,3,1,1,1,4,7,-15.0,1,0
58,1,2,1,1,1,0,1,-1.0,1,0
27,0,2,0,1,1,0,1,-1.0,1,0
30,1,0,0,1,1,0,1,0.0,1,1
25,1,0,0,1,1,0,1,0.0,2,0
60,0,0,1,0,1,19,40,0.0,8,1
56,0,0,1,0,1,24,7,22.0,8,0
33,1,0,0,1,1,2,2,-1.0,1,0
25,0,2,0,0,1,9,88,-1.0,9,1
32,0,0,0,2,1,6,5,-1.0,7,1
24,0,0,2,1,1,3,1,-1.0,3,1
23,0,2,2,0,1,2,8,-1.0,8,1
23,0,3,2,2,1,3,4,-1.0,6,1
25,0,0,0,1,1,1,1,-1.0,4,1
20,0,0,2,1,0,0,1,-1.0,4,0
32,0,0,0,0,1,9,1,-1.0,9,0
49,0,0,1,1,0,0,2,0.0,1,0
22,0,0,2,1,1,1,2,-4.0,3,0
24,0,0,2,1,1,0,1,-1.0,3,0
26,0,2,0,2,1,10,1,7.0,7,1
29,1,0,0,1,1,1,2,0.0,2,1
22,0,2,2,2,1,0,2,-1.0,6,0
26,0,0,0,2,0,3,1,-1.0,5,0
21,0,0,2,2,1,0,4,-1.0,7,1
54,1,2,1,1,1,2,40,-1.0,1,0
59,0,0,1,1,1,1,2,-1.0,1,0
22,0,0,2,0,1,0,2,-1.0,8,1
24,0,5,2,1,1,1,5,-1.0,4,1
64,0,0,1,2,1,20,3,-1.0,7,0
45,1,2,1,1,1,1,1,0.0,1,1
22,0,0,2,1,0,0,6,-7.0,4,0
24,0,0,2,1,1,5,1,-1.0,3,1
30,0,0,0,2,0,3,13,0.0,6,1
27,0,2,0,2,0,0,1,0.0,5,0
20,0,2,2,1,1,0,1,-3.0,4,0
29,0,3,0,2,1,0,7,-1.0,5,1
28,0,2,0,2,1,5,21,-23.0,5,1
37,1,5,0,1,1,0,2,-1.0,1,0
25,0,5,0,1,1,2,0,0.0,2,0
23,0,2,2,2,1,3,245,18.0,6,1
32,1,0,0,1,0,0,1,-1.0,2,0
44,0,2,0,1,0,1,1,-3.0,1,0
41,0,0,0,1,1,8,2,-1.0,4,0
30,0,2,0,1,1,3,26,21.0,2,0
27,1,0,0,2,1,2,8,0.0,5,1
32,0,0,0,1,1,0,1,-1.0,1,1
40,1,0,0,0,1,24,2,-1.0,8,1
34,1,3,0,1,1,2,1,0.0,3,0
33,1,0,0,1,0,3,2,-1.0,4,0
33,0,2,0,1,1,0,7,-1.0,1,0
37,1,3,0,1,1,1,1,-1.0,1,0
28,1,0,0,2,1,9,2,-1.0,5,0
25,0,0,0,2,0,0,2,-1.0,5,1
30,1,0,0,1,0,1,3,-1.0,4,0
47,1,0,1,1,0,0,1,-2.0,2,0
24,0,2,2,1,1,0,2,-1.0,2,1
31,0,2,0,0,1,9,117,0.0,8,1
52,0,0,1,1,1,0,27,-1.0,4,1
25,0,0,0,0,1,5,237,-1.0,10,1
46,1,0,1,0,0,7,19,-1.0,8,0
62,1,2,1,1,1,3,1,-1.0,1,0
36,1,2,0,2,1,0,6,-1.0,7,1
24,0,0,2,1,1,2,11,-1.0,3,1
37,1,3,0,1,1,3,3,-1.0,2,1
25,0,2,0,0,1,9,55,0.0,9,0
21,1,0,2,0,1,0,36,-1.0,10,1
38,1,1,0,1,1,0,1,-1.0,1,0
29,0,0,0,2,1,5,6,-1.0,7,1
52,1,0,1,1,1,0,1,0.0,1,1
29,0,0,0,0,1,5,3,-1.0,10,0
59,0,0,1,1,1,13,243,-1.0,2,1
39,0,0,0,1,1,2,1,0.0,3,0
48,1,3,1,1,1,1,168,0.0,1,0
31,1,5,0,1,1,3,1,-1.0,1,1
20,0,0,2,0,1,1,6,-1.0,10,1
50,1,2,1,1,1,0,1,-1.0,1,0
27,0,0,0,0,1,7,5,-1.0,9,1
27,1,0,0,1,1,0,2,0.0,1,0
31,0,2,0,2,1,4,6,-1.0,7,1
24,1,0,2,2,0,2,31,0.0,6,0
24,0,0,2,0,1,4,52,-1.0,9,1
30,1,2,0,1,1,0,2,0.0,2,1
41,0,2,0,1,1,0,1,0.0,2,0
38,0,5,0,1,1,1,1,-1.0,3,0
32,0,0,0,0,1,2,20,0.0,8,1
69,1,2,1,1,1,0,1,-4.0,1,1
25,0,2,0,0,1,1,60,0.0,9,0
55,1,2,1,1,1,0,31,-1.0,1,1
28,0,0,0,0,1,7,2,-1.0,10,1
27,1,2,0,1,1,0,0,0.0,4,1
20,0,0,2,2,0,1,2,-1.0,6,1
36,0,0,0,1,1,2,0,0.0,1,1
39,0,3,0,1,0,10,1,-1.0,4,1
25,0,0,0,0,1,10,8,-4.0,10,1
35,1,2,0,1,0,1,1,-1.0,4,0
32,1,0,0,0,1,12,2,-1.0,10,1
69,1,5,1,1,1,0,1,-1.0,1,0
21,1,2,2,2,1,1,1,-21.0,6,0
41,0,2,0,1,1,1,3,0.0,1,0
21,0,3,2,2,1,0,1,-3.0,5,0
38,0,0,0,0,1,0,6,-1.0,8,0
21,0,0,2,0,1,1,2,-1.0,9,1
35,1,2,0,1,1,2,35,0.0,2,1
34,1,0,0,2,1,5,3,-13.0,6,0
52,1,2,1,1,1,0,1,-1.0,1,0
21,0,0,2,0,1,0,2,-1.0,8,0
43,1,0,0,1,1,8,2,-1.0,2,0
32,0,2,0,1,0,0,2,-1.0,2,0
49,0,2,1,2,1,5,4,-1.0,6,1
21,1,0,2,1,0,0,2,-1.0,4,0
28,0,0,0,2,1,5,1,-1.0,5,1
65,0,2,1,1,0,1,0,-1.0,1,0
27,1,2,0,1,0,0,2,0.0,3,0
48,0,2,1,0,1,20,47,0.0,8,1
20,1,0,2,1,1,0,2,-1.0,3,1
49,0,5,1,2,1,7,13,0.0,6,1
42,1,5,0,1,1,6,2,-1.0,3,0
63,0,0,1,1,1,6,25,-1.0,3,0
40,1,2,0,1,1,0,0,0.0,2,0
34,0,3,0,1,1,0,1,-1.0,2,0
21,0,0,2,0,1,1,87,0.0,10,1
27,1,2,0,1,1,1,1,-1.0,2,0
29,1,3,0,1,1,0,2,-1.0,1,0
35,1,2,0,0,1,0,16,-1.0,10,1
50,1,0,1,1,0,0,2,-1.0,1,0
47,1,2,1,1,1,0,1,-1.0,1,0
44,1,2,0,1,1,2,0,-2.0,4,0
56,0,3,1,1,1,0,2,-2.0,1,0
23,1,0,2,1,1,0,13,-1.0,3,0
54,0,0,1,2,1,10,31,0.0,6,0
38,0,2,0,0,1,17,181,-1.0,10,0
25,0,3,0,1,1,0,1,0.0,2,1
44,0,2,0,1,1,2,2,-1.0,3,1
52,1,0,1,1,1,3,32,-1.0,3,1
52,0,2,1,1,0,0,119,-1.0,2,1
21,1,0,2,0,1,0,1,-1.0,9,1
30,0,2,0,1,0,9,5,-19.0,4,1
56,0,0,1,1,1,6,2,-1.0,2,0
35,0,0,0,0,1,12,1,-1.0,8,1
39,0,2,0,1,1,1,30,-29.0,1,0
29,1,2,0,1,1,0,1,0.0,1,0
23,0,0,2,2,1,2,23,-1.0,5,1
26,1,2,0,2,1,0,1,-2.0,5,0
64,1,0,1,1,0,1,1,-1.0,1,1
58,0,5,1,1,0,0,2,-1.0,1,0
20,0,2,2,1,1,1,2,-1.0,2,1
21,0,0,2,2,1,0,43,-1.0,5,1
21,0,0,2,2,1,0,47,-1.0,5,0
23,0,0,2,2,1,0,3,-1.0,7,0
46,0,0,1,1,1,3,3,-1.0,4,0
25,0,0,0,0,1,21,118,0.0,9,1
35,0,3,0,2,1,5,1,0.0,7,0
30,1,0,0,1,0,0,0,0.0,3,0
47,0,2,1,1,1,1,2,-1.0,1,0
30,0,2,0,1,1,4,4,-25.0,4,0
47,0,0,1,1,1,1,2,-23.0,1,0
39,0,0,0,1,1,1,1,-1.0,2,1
30,1,3,0,1,1,2,6,-1.0,2,1
24,0,2,2,1,1,1,1,-1.0,3,0
45,0,2,1,1,1,3,2,-1.0,1,0
26,0,2,0,0,1,2,1,-1.0,9,1
39,0,2,0,1,1,3,1,0.0,2,0
40,0,2,0,1,1,1,42,-1.0,3,0
24,0,0,2,0,1,0,1,-1.0,10,0
23,0,0,2,2,1,1,1,-1.0,7,0
61,1,2,1,1,1,0,0,0.0,1,0
42,0,2,0,2,1,3,0,0.0,5,1
38,0,0,0,1,1,3,5,0.0,2,1
67,0,2,1,1,1,0,25,-1.0,1,1
23,0,2,2,2,1,2,8,-20.0,6,0
31,0,2,0,1,1,1,1,0.0,4,1
40,0,0,0,0,1,15,55,-1.0,8,0
44,0,0,0,1,1,0,4,-1.0,2,0
37,0,0,0,2,1,10,1,-1.0,7,1
22,1,0,2,0,0,3,2,-2.0,9,0
31,1,2,0,1,1,6,1,0.0,3,1
28,0,0,0,2,1,9,54,-1.0,7,1
24,1,5,2,2,1,5,6,-1.0,6,0
33,0,2,0,1,1,9,1,0.0,4,0
30,0,0,0,0,0,10,1,0.0,10,1
31,0,5,0,1,1,5,2,-1.0,1,0
35,0,0,0,2,1,0,2,-1.0,7,1
57,0,0,1,0,1,23,31,-1.0,8,1
39,0,2,0,2,0,8,32,-1.0,7,1
65,0,2,1,1,1,3,24,-1.0,2,0
22,1,2,2,0,0,0,2,-1.0,9,0
35,0,0,0,2,0,2,15,-15.0,6,0
29,1,0,0,1,1,2,3,-1.0,3,1
62,0,0,1,0,1,13,2,-1.0,8,1
22,1,0,2,1,1,0,1,-4.0,3,1
31,0,3,0,1,1,8,14,-1.0,3,1
56,0,0,1,1,0,1,2,-1.0,1,0
25,0,2,0,2,1,2,30,-29.0,6,0
33,1,2,0,1,1,10,2,0.0,4,0
25,0,2,0,2,1,2,3,-1.0,5,0
27,0,0,0,2,0,3,1,-1.0,5,0
37,0,0,0,0,1,1,4,-1.0,10,0
41,1,2,0,1,1,2,2,-3.0,1,0
35,0,0,0,0,1,5,7,-19.0,8,0
25,1,3,0,2,1,1,1,0.0,7,1
55,1,2,1,1,1,0,3,0.0,1,0
26,0,0,0,1,1,2,4,0.0,2,1
35,0,0,0,1,1,7,196,-1.0,3,0
50,1,2,1,1,1,3,26,0.0,4,1
25,0,0,0,2,1,3,3,-1.0,6,1
65,1,2,1,1,0,1,2,-1.0,1,1
31,0,0,0,2,0,0,1,0.0,5,1
24,1,0,2,1,0,0,1,-1.0,2,0
34,0,0,0,0,1,6,14,-1.0,8,1
24,1,5,2,0,1,3,4,-1.0,8,1
30,0,0,0,2,0,4,2,-1.0,6,0
35,1,3,0,1,0,0,1,0.0,2,0
30,0,0,0,2,1,14,23,27.0,6,1
24,1,2,2,1,1,1,3,-8.0,2,0
51,0,2,1,1,1,3,14,-13.0,3,1
28,0,0,0,1,0,3,2,-1.0,3,0
27,0,0,0,2,0,4,1,-1.0,6,1
22,0,2,2,1,1,2,1,-1.0,3,1
29,0,0,0,1,1,2,1,-1.0,4,1
31,0,0,0,2,1,0,3,-1.0,6,0
31,1,2,0,1,1,0,1,-1.0,1,0
32,0,0,0,1,0,3,31,-1.0,2,0
27,0,0,0,1,1,1,2,-1.0,2,1
29,0,2,0,2,1,6,1,-3.0,5,1
59,0,0,1,1,1,3,9,-8.0,3,0
24,1,0,2,1,1,1,1,-1.0,2,1
33,0,0,0,0,1,0,142,-1.0,10,0
35,1,5,0,1,0,0,1,-1.0,1,0
28,0,2,0,0,1,9,9,-8.0,8,1
40,0,5,0,1,0,0,5,-4.0,1,0
45,1,5,1,1,1,0,2,-1.0,3,0
24,1,0,2,0,1,9,5,-7.0,9,1
31,0,0,0,0,1,16,53,-1.0,9,1
25,1,3,0,1,1,0,5,-1.0,2,0
24,0,0,2,0,1,0,2,-1.0,9,0
23,1,3,2,0,1,6,35,-1.0,8,0
23,0,0,2,0,1,7,2,-1.0,8,1
48,1,3,1,1,1,0,0,-1.0,1,0
62,0,2,1,1,1,0,1,-1.0,1,0
25,0,0,0,2,0,4,1,0.0,7,1
25,0,5,0,1,1,1,2,-1.0,3,0
49,1,0,1,2,1,1,11,-1.0,7,0
50,0,2,1,1,1,0,36,0.0,1,1
47,0,0,1,0,1,3,40,-1.0,8,1
37,0,0,0,0,1,14,2,-1.0,8,0
26,1,2,0,1,1,0,2,0.0,2,0
28,0,0,0,0,1,21,2,-1.0,10,0
26,0,0,0,1,0,3,1,-1.0,2,1
48,0,5,1,1,1,4,2,-1.0,2,0
20,0,0,2,0,1,1,1,0.0,8,1
34,0,0,0,0,1,9,18,-1.0,10,1
26,1,3,0,1,1,1,2,-1.0,1,0
46,0,0,1,0,1,9,116,-1.0,9,1
21,0,0,2,0,1,0,7,0.0,8,1
27,0,2,0,2,0,2,63,-1.0,5,1
21,1,0,2,0,1,3,18,0.0,8,1
29,0,2,0,1,1,1,15,-1.0,4,0
46,0,2,1,1,1,4,2,0.0,4,0
24,0,0,2,1,1,0,1,0.0,4,0
51,1,3,1,1,0,2,1,0.0,1,0
57,1,0,1,1,1,8,0,0.0,4,1
33,0,0,0,1,1,4,2,-1.0,2,1
23,0,0,2,0,1,4,144,-1.0,9,1
29,0,0,0,0,1,5,2,0.0,8,0
22,1,2,2,1,1,0,10,0.0,4,1
56,1,3,1,1,1,10,14,-1.0,2,1
33,1,2,0,2,0,1,5,-5.0,6,1
27,0,5,0,1,1,0,2,-1.0,4,1
40,0,0,0,0,1,3,1,-1.0,8,1
48,1,5,1,1,1,0,1,-1.0,1,0
32,0,0,0,2,1,10,4,-1.0,6,1
24,1,0,2,1,1,1,2,-1.0,4,0
32,0,0,0,1,1,1,1,-1.0,2,0
19,0,0,2,2,1,2,1,-6.0,7,1
23,0,0,2,0,1,6,2,-1.0,9,1
39,0,2,0,2,1,17,182,-1.0,7,1
25,0,0,0,1,1,1,1,-1.0,3,0
42,0,0,0,0,1,6,1,-1.0,8,1
29,1,2,0,1,1,1,44,-1.0,3,0
38,1,2,0,1,1,2,2,-1.0,1,0
32,0,2,0,2,1,10,7,-1.0,5,1
23,1,2,2,2,1,4,1,-1.0,5,1
58,0,0,1,1,1,10,2,-3.0,3,1
42,0,0,0,2,1,9,1,0.0,6,1
52,0,3,1,1,1,3,14,-1.0,4,0
26,0,2,0,1,1,1,9,0.0,4,1
27,0,2,0,1,1,1,2,0.0,1,0
33,0,2,0,1,1,1,1,-1.0,2,0
33,0,0,0,0,1,2,0,0.0,8,1
23,1,0,2,1,1,0,2,-1.0,2,1
25,0,0,0,0,1,4,20,-1.0,8,1
32,0,0,0,1,1,0,6,-1.0,2,1
34,0,3,0,0,1,14,41,-1.0,9,1
29,1,2,0,1,0,0,2,-1.0,2,0
38,0,0,0,0,1,19,1,-4.0,9,1
29,1,2,0,1,1,0,1,-1.0,1,0
27,0,0,0,0,1,6,35,-1.0,8,1
25,1,2,0,1,1,0,2,0.0,2,1
31,0,2,0,2,0,2,2,-1.0,5,1
30,0,0,0,0,1,8,65,0.0,9,1
41,0,0,0,2,1,0,1,-1.0,7,0
59,0,0,1,1,1,8,6,-1.0,4,0
21,1,2,2,1,1,1,1,-1.0,4,1
27,0,0,0,1,1,6,40,-1.0,4,1
30,0,0,0,1,1,0,2,-1.0,1,0
43,0,2,0,2,1,4,48,-1.0,5,0
24,0,2,2,0,0,2,1,-2.0,9,0
45,1,0,1,2,1,13,7,-1.0,7,1
23,0,2,2,0,1,0,19,0.0,9,1
40,0,2,0,0,0,5,56,16.0,10,0
23,0,0,2,2,0,0,3,-1.0,7,0
39,0,0,0,1,1,3,2,-1.0,2,0
26,0,0,0,2,0,5,34,-1.0,5,1
